,depth,table,x,y,z,price,carat,cut,color,clarity,city
22989,62.9,59.0,8.03,7.93,5.02,15808,2.02,Premium,I,VS2,Paris
22990,60.5,60.0,8.15,8.17,4.94,16626,2.01,Premium,I,VS2,Paris
22991,58.5,60.0,5.37,5.33,3.13,1209,0.53,Premium,I,VS2,Paris
22992,61.8,59.0,7.07,7.04,4.36,6754,1.34,Premium,I,VS2,Paris
22993,59.0,59.0,7.53,7.46,4.42,9057,1.52,Premium,I,VS2,Paris
22994,62.5,58.0,7.5,7.42,4.66,9847,1.57,Premium,I,VS2,Paris
22995,60.3,58.0,8.22,8.16,4.94,17826,2.01,Premium,I,VS2,Paris
22996,62.7,62.0,6.32,6.27,3.95,3918,1.0,Premium,I,VS2,Paris
22997,61.8,56.0,5.44,5.41,3.35,1438,0.61,Premium,I,VS2,Paris
22998,62.7,59.0,4.54,4.58,2.86,505,0.36,Premium,I,VS2,Paris
22999,60.1,59.0,7.02,6.95,4.2,5889,1.24,Premium,I,VS2,Paris
23000,62.3,64.0,6.1,6.13,3.81,3605,0.9,Very Good,I,VS2,Paris
23001,62.5,61.0,7.97,8.03,5.0,15675,2.01,Very Good,I,VS2,Paris
23002,61.1,56.0,5.76,5.79,3.53,2337,0.72,Very Good,I,VS2,Paris
23003,61.1,60.0,5.72,5.77,3.51,2384,0.71,Very Good,I,VS2,Paris
23004,63.3,57.0,5.64,5.57,3.55,2070,0.69,Very Good,I,VS2,Paris
23005,63.0,58.0,7.16,7.19,4.52,8196,1.48,Very Good,I,VS2,Paris
23006,63.0,56.0,4.38,4.42,2.77,449,0.32,Very Good,I,VS2,Paris
23007,61.8,60.0,5.72,5.76,3.55,2109,0.72,Very Good,I,VS2,Paris
23008,62.0,54.2,5.94,5.99,3.7,2591,0.8,Very Good,I,VS2,Paris
23009,59.6,60.0,8.13,8.19,4.86,16304,2.01,Very Good,I,VS2,Paris
23010,62.8,59.0,8.16,8.21,5.14,15931,2.14,Very Good,I,VS2,Paris
23011,58.9,61.0,8.35,8.36,4.92,18281,2.08,Very Good,I,VS2,Paris
23012,63.2,56.0,4.92,4.98,3.13,935,0.47,Very Good,I,VS2,Paris
23013,62.5,59.0,6.63,6.66,4.15,4785,1.14,Very Good,I,VS2,Paris
23014,61.3,56.0,6.53,6.45,3.98,4438,1.01,Very Good,I,VS2,Paris
23015,62.9,55.9,6.59,6.62,4.16,5249,1.12,Very Good,I,VS2,Paris
23016,64.6,59.0,5.83,5.78,3.75,2414,0.81,Fair,I,VS2,Paris
23017,63.1,58.0,6.42,6.47,4.07,4529,1.05,Good,I,VS2,Paris
23018,63.9,65.0,5.6,5.56,3.56,2268,0.7,Good,I,VS2,Paris
23019,59.7,64.0,6.51,6.45,3.87,4155,1.0,Good,I,VS2,Paris
23020,63.7,61.0,6.06,6.1,3.87,3303,0.9,Good,I,VS2,Paris
23021,60.4,64.0,5.12,5.08,3.08,1047,0.5,Good,I,VS2,Paris
23022,63.6,57.0,6.3,6.21,3.98,3620,1.01,Good,I,VS2,Paris
23023,58.0,60.0,7.85,7.9,4.57,11250,1.71,Good,I,VS2,Paris
23024,61.9,55.8,7.38,7.43,4.58,9998,1.54,Ideal,I,VS2,Paris
23025,59.3,56.0,6.84,6.88,4.07,4869,1.16,Ideal,I,VS2,Paris
23026,61.8,55.0,4.58,4.61,2.84,505,0.36,Ideal,I,VS2,Paris
23027,60.6,56.0,4.42,4.46,2.69,485,0.32,Ideal,I,VS2,Paris
23028,59.8,57.0,4.6,4.59,2.75,630,0.35,Ideal,I,VS2,Paris
23029,61.9,54.0,4.87,4.88,3.02,716,0.43,Ideal,I,VS2,Paris
23030,62.0,53.0,6.17,6.23,3.85,4157,0.9,Ideal,I,VS2,Paris
23031,62.5,56.0,6.66,6.74,4.19,5884,1.2,Ideal,I,VS2,Paris
23032,60.5,56.0,7.73,7.71,4.67,11559,1.71,Ideal,I,VS2,Paris
23033,62.4,57.0,6.82,6.9,4.28,5638,1.24,Ideal,I,VS2,Paris
23034,61.5,57.0,7.59,7.65,4.69,12495,1.65,Ideal,I,VS2,Paris
23035,62.5,56.0,5.66,5.7,3.55,2232,0.7,Ideal,I,VS2,Paris
23036,62.0,54.0,5.73,5.77,3.56,2272,0.71,Ideal,I,VS2,Paris
23037,61.9,57.0,5.68,5.73,3.53,3298,0.7,Ideal,I,VS2,Paris
23038,62.5,55.0,4.39,4.38,2.74,576,0.32,Ideal,I,VS2,Paris
23039,62.2,55.0,8.15,8.19,5.08,18779,2.06,Ideal,I,VS2,Paris
23040,62.5,54.0,5.68,5.71,3.56,2390,0.7,Ideal,I,VS2,Paris
23041,61.8,55.0,7.56,7.59,4.68,11217,1.62,Ideal,I,VS2,Paris
23042,62.6,57.0,7.26,7.31,4.56,9586,1.5,Ideal,I,VS2,Paris
23043,60.3,57.0,5.82,5.86,3.52,3391,0.72,Ideal,I,VS2,Paris
23044,61.0,58.0,5.77,5.81,3.53,2141,0.71,Ideal,I,VS2,Paris
23045,61.7,56.0,7.64,7.72,4.74,11257,1.7,Ideal,I,VS2,Paris
23046,59.7,59.0,5.37,5.41,3.22,1608,0.57,Premium,G,VS2,Paris
23047,60.4,58.0,4.78,4.75,2.88,966,0.4,Premium,G,VS2,Paris
23048,62.4,59.0,4.41,4.47,2.77,596,0.34,Premium,G,VS2,Paris
23049,61.8,58.0,7.43,7.39,4.58,13120,1.54,Premium,G,VS2,Paris
23050,61.5,58.0,6.39,6.36,3.92,5967,1.0,Premium,G,VS2,Paris
23051,59.4,59.0,7.55,7.51,4.47,13077,1.53,Premium,G,VS2,Paris
23052,60.3,59.0,7.08,7.12,4.28,8818,1.31,Premium,G,VS2,Paris
23053,62.4,58.0,7.52,7.49,4.68,14330,1.64,Premium,G,VS2,Paris
23054,60.2,57.0,4.45,4.42,2.67,720,0.32,Premium,G,VS2,Paris
23055,61.5,58.0,4.8,4.82,2.96,827,0.41,Premium,G,VS2,Paris
23056,61.5,60.0,4.4,4.42,2.71,561,0.32,Premium,G,VS2,Paris
23057,59.5,59.0,4.89,4.83,2.89,1087,0.42,Premium,G,VS2,Paris
23058,61.2,57.0,6.95,6.91,4.24,7948,1.25,Premium,G,VS2,Paris
23059,61.5,60.0,6.16,6.13,3.78,4309,0.9,Premium,G,VS2,Paris
23060,62.5,58.0,4.38,4.36,2.73,720,0.32,Premium,G,VS2,Paris
23061,60.7,59.0,4.8,4.85,2.93,772,0.41,Premium,G,VS2,Paris
23062,60.4,58.0,6.76,6.72,4.07,6445,1.11,Premium,G,VS2,Paris
23063,58.8,62.0,4.41,4.4,2.59,605,0.31,Premium,G,VS2,Paris
23064,62.3,59.0,5.77,5.69,3.57,2405,0.72,Premium,G,VS2,Paris
23065,62.9,57.0,5.73,5.65,3.58,2795,0.72,Premium,G,VS2,Paris
23066,59.2,59.0,5.92,5.87,3.49,2770,0.73,Premium,G,VS2,Paris
23067,61.2,60.0,4.63,4.58,2.82,833,0.37,Premium,G,VS2,Paris
23068,62.1,60.0,4.39,4.34,2.71,720,0.32,Premium,G,VS2,Paris
23069,60.9,60.0,7.71,7.68,4.69,16123,1.7,Premium,G,VS2,Paris
23070,61.6,58.0,7.02,6.98,4.31,8874,1.28,Premium,G,VS2,Paris
23071,62.1,58.0,6.43,6.39,3.98,5242,1.0,Premium,G,VS2,Paris
23072,62.1,62.0,5.71,5.65,3.53,2623,0.71,Premium,G,VS2,Paris
23073,60.2,60.0,5.21,5.15,3.12,1415,0.5,Premium,G,VS2,Paris
23074,59.1,60.0,4.93,4.88,2.9,1113,0.43,Premium,G,VS2,Paris
23075,62.0,57.0,6.43,6.37,3.97,6048,1.0,Premium,G,VS2,Paris
23076,60.8,58.0,6.03,5.95,3.64,2803,0.78,Premium,G,VS2,Paris
23077,63.0,59.0,6.45,6.4,4.05,5826,1.03,Premium,G,VS2,Paris
23078,61.9,58.0,4.77,4.82,2.97,847,0.42,Premium,G,VS2,Paris
23079,61.6,58.0,4.51,4.45,2.76,765,0.34,Premium,G,VS2,Paris
23080,60.1,59.0,4.68,4.64,2.8,833,0.37,Premium,G,VS2,Paris
23081,62.7,60.0,5.27,5.19,3.28,1445,0.55,Premium,G,VS2,Paris
23082,62.0,58.0,4.38,4.33,2.7,720,0.32,Premium,G,VS2,Paris
23083,60.1,61.0,4.44,4.41,2.66,672,0.32,Premium,G,VS2,Paris
23084,61.5,60.0,4.39,4.36,2.69,720,0.32,Premium,G,VS2,Paris
23085,62.7,58.0,7.38,7.29,4.6,13287,1.52,Premium,G,VS2,Paris
23086,61.8,60.0,4.29,4.25,2.64,630,0.3,Premium,G,VS2,Paris
23087,60.7,58.0,4.42,4.38,2.67,720,0.32,Premium,G,VS2,Paris
23088,60.3,57.0,5.88,5.82,3.53,2581,0.73,Premium,G,VS2,Paris
23089,60.6,60.0,4.3,4.34,2.62,526,0.3,Very Good,G,VS2,Paris
23090,63.5,59.0,4.22,4.17,2.66,644,0.3,Very Good,G,VS2,Paris
23091,60.4,61.0,5.61,5.64,3.4,2080,0.67,Very Good,G,VS2,Paris
23092,63.0,55.0,4.29,4.31,2.71,526,0.3,Very Good,G,VS2,Paris
23093,61.5,58.0,6.36,6.39,3.92,5860,1.0,Very Good,G,VS2,Paris
23094,59.5,58.0,6.26,6.34,3.75,4316,0.91,Very Good,G,VS2,Paris
23095,63.5,60.0,6.74,6.64,4.25,8575,1.25,Very Good,G,VS2,Paris
23096,62.4,58.0,6.37,6.41,3.99,5696,1.01,Very Good,G,VS2,Paris
23097,62.3,57.0,6.56,6.47,4.06,6274,1.07,Very Good,G,VS2,Paris
23098,63.1,58.0,5.69,5.6,3.56,2515,0.71,Very Good,G,VS2,Paris
23099,60.1,56.0,5.13,5.15,3.09,1198,0.49,Very Good,G,VS2,Paris
23100,60.8,57.0,7.41,7.49,4.53,12596,1.52,Very Good,G,VS2,Paris
23101,62.9,55.0,4.45,4.52,2.82,596,0.34,Very Good,G,VS2,Paris
23102,59.7,62.0,4.66,4.68,2.79,715,0.38,Very Good,G,VS2,Paris
23103,63.2,57.0,6.41,6.38,4.04,6169,1.02,Very Good,G,VS2,Paris
23104,58.4,61.0,6.33,6.38,3.71,4276,0.9,Very Good,G,VS2,Paris
23105,63.3,58.0,6.74,6.66,4.24,7741,1.2,Very Good,G,VS2,Paris
23106,63.4,59.0,4.32,4.29,2.73,698,0.31,Very Good,G,VS2,Paris
23107,63.4,59.0,6.08,6.13,3.87,4135,0.9,Very Good,G,VS2,Paris
23108,61.4,57.0,4.76,4.81,2.94,800,0.41,Very Good,G,VS2,Paris
23109,61.8,55.0,5.69,5.74,3.53,3026,0.7,Very Good,G,VS2,Paris
23110,62.8,58.0,4.31,4.35,2.72,561,0.32,Very Good,G,VS2,Paris
23111,60.5,60.0,6.2,6.24,3.76,4296,0.9,Very Good,G,VS2,Paris
23112,64.6,55.0,4.62,4.64,2.99,722,0.4,Fair,G,VS2,Paris
23113,63.1,59.0,6.37,6.4,4.03,5999,1.01,Good,G,VS2,Paris
23114,59.9,61.0,6.2,6.33,3.75,4125,0.91,Good,G,VS2,Paris
23115,63.1,58.0,5.66,5.69,3.58,2282,0.7,Good,G,VS2,Paris
23116,63.6,59.0,6.04,6.1,3.86,4093,0.9,Good,G,VS2,Paris
23117,63.9,54.0,6.31,6.37,4.05,5599,1.01,Good,G,VS2,Paris
23118,63.5,58.0,4.24,4.29,2.71,456,0.3,Good,G,VS2,Paris
23119,62.3,55.0,4.42,4.47,2.77,579,0.33,Ideal,G,VS2,Paris
23120,62.6,56.0,7.3,7.26,4.56,12468,1.5,Ideal,G,VS2,Paris
23121,60.9,56.0,5.57,5.6,3.4,2357,0.63,Ideal,G,VS2,Paris
23122,61.5,55.0,5.24,5.27,3.23,1422,0.54,Ideal,G,VS2,Paris
23123,61.7,57.0,4.4,4.38,2.71,720,0.32,Ideal,G,VS2,Paris
23124,62.5,56.0,5.78,5.74,3.6,2586,0.73,Ideal,G,VS2,Paris
23125,63.0,55.0,6.55,6.5,4.11,6471,1.07,Ideal,G,VS2,Paris
23126,61.9,56.0,7.08,7.05,4.37,9085,1.31,Ideal,G,VS2,Paris
23127,60.7,56.0,4.77,4.82,2.91,801,0.41,Ideal,G,VS2,Paris
23128,60.7,58.0,6.86,6.81,4.15,7128,1.16,Ideal,G,VS2,Paris
23129,61.7,57.0,6.48,6.45,3.99,6104,1.01,Ideal,G,VS2,Paris
23130,62.7,56.0,6.43,6.39,4.02,6108,1.01,Ideal,G,VS2,Paris
23131,61.9,56.0,5.68,5.7,3.52,3253,0.7,Ideal,G,VS2,Paris
23132,60.2,59.0,7.47,7.52,4.51,13508,1.54,Ideal,G,VS2,Paris
23133,61.7,56.0,5.3,5.34,3.28,1580,0.56,Ideal,G,VS2,Paris
23134,61.3,55.0,5.16,5.19,3.17,1557,0.51,Ideal,G,VS2,Paris
23135,61.8,56.0,4.29,4.32,2.66,507,0.3,Ideal,G,VS2,Paris
23136,62.4,56.0,5.11,5.14,3.2,1438,0.51,Ideal,G,VS2,Paris
23137,61.9,55.0,5.32,5.28,3.28,1698,0.56,Ideal,G,VS2,Paris
23138,60.7,56.0,5.4,5.37,3.27,1313,0.57,Ideal,G,VS2,Paris
23139,62.4,54.0,5.72,5.76,3.58,2762,0.71,Ideal,G,VS2,Paris
23140,60.9,57.0,6.48,6.51,3.95,6663,1.01,Ideal,G,VS2,Paris
23141,62.8,55.0,5.23,5.17,3.27,1441,0.54,Ideal,G,VS2,Paris
23142,62.0,57.0,4.39,4.41,2.73,561,0.32,Ideal,G,VS2,Paris
23143,60.5,60.0,6.77,6.75,4.09,7099,1.14,Ideal,G,VS2,Paris
23144,62.2,56.0,7.52,7.47,4.66,13553,1.61,Ideal,G,VS2,Paris
23145,59.4,58.0,6.63,6.67,3.95,6286,1.04,Ideal,G,VS2,Paris
23146,60.8,55.0,5.33,5.37,3.25,1662,0.56,Ideal,G,VS2,Paris
23147,62.3,57.0,5.65,5.68,3.53,2723,0.7,Ideal,G,VS2,Paris
23148,62.4,55.0,4.39,4.36,2.73,672,0.32,Ideal,G,VS2,Paris
23149,62.5,56.0,4.38,4.42,2.75,561,0.32,Ideal,G,VS2,Paris
23150,62.6,57.0,6.74,6.81,4.24,7413,1.2,Ideal,G,VS2,Paris
23151,60.9,57.0,6.96,6.99,4.25,9590,1.25,Ideal,G,VS2,Paris
23152,62.7,54.0,5.65,5.7,3.65,3172,0.7,Ideal,G,VS2,Paris
23153,59.5,58.0,4.75,4.77,2.83,721,0.38,Ideal,G,VS2,Paris
23154,60.9,58.0,5.1,5.12,3.11,1449,0.5,Ideal,G,VS2,Paris
23155,61.6,56.0,7.44,7.49,4.6,14106,1.55,Ideal,G,VS2,Paris
23156,62.0,56.0,4.5,4.47,2.78,765,0.34,Ideal,G,VS2,Paris
23157,62.8,54.0,4.7,4.67,2.94,980,0.4,Ideal,G,VS2,Paris
23158,62.5,53.0,4.6,4.61,2.88,668,0.37,Ideal,G,VS2,Paris
23159,62.0,58.0,6.15,6.2,3.83,5259,0.91,Premium,D,VS2,Paris
23160,60.5,58.0,4.38,4.35,2.64,911,0.3,Premium,D,VS2,Paris
23161,60.5,59.0,4.76,4.8,2.89,982,0.4,Premium,D,VS2,Paris
23162,62.0,59.0,4.32,4.36,2.69,734,0.31,Premium,D,VS2,Paris
23163,62.0,59.0,4.27,4.22,2.63,911,0.3,Premium,D,VS2,Paris
23164,62.3,55.0,5.47,5.42,3.39,2251,0.61,Premium,D,VS2,Paris
23165,62.0,59.0,4.36,4.32,2.69,942,0.31,Premium,D,VS2,Paris
23166,62.1,58.0,5.08,5.03,3.14,1845,0.5,Premium,D,VS2,Paris
23167,62.6,52.0,6.93,6.88,4.32,9257,1.23,Premium,D,VS2,Paris
23168,61.2,60.0,6.61,6.63,4.05,7683,1.08,Premium,D,VS2,Paris
23169,60.1,59.0,5.19,5.16,3.11,1977,0.51,Premium,D,VS2,Paris
23170,61.9,58.0,4.51,4.6,2.82,829,0.35,Premium,D,VS2,Paris
23171,60.7,58.0,4.88,4.84,2.95,1129,0.43,Premium,D,VS2,Paris
23172,61.8,58.0,4.58,4.55,2.82,1094,0.36,Premium,D,VS2,Paris
23173,62.2,58.0,4.25,4.3,2.66,710,0.3,Very Good,D,VS2,Paris
23174,62.9,57.0,3.92,3.97,2.48,402,0.23,Very Good,D,VS2,Paris
23175,58.8,59.0,4.49,4.52,2.65,646,0.32,Very Good,D,VS2,Paris
23176,62.9,55.0,4.25,4.27,2.68,650,0.3,Very Good,D,VS2,Paris
23177,62.3,58.0,4.69,4.72,2.93,746,0.4,Very Good,D,VS2,Paris
23178,63.7,55.0,6.42,6.45,4.1,6830,1.02,Very Good,D,VS2,Paris
23179,63.6,59.0,5.09,5.13,3.25,1664,0.52,Very Good,D,VS2,Paris
23180,62.8,55.0,6.53,6.56,4.11,7345,1.06,Very Good,D,VS2,Paris
23181,63.7,56.0,4.95,5.03,3.18,1553,0.5,Very Good,D,VS2,Paris
23182,63.3,54.0,5.07,5.04,3.2,1758,0.5,Very Good,D,VS2,Paris
23183,63.5,57.0,4.62,4.67,2.95,850,0.4,Very Good,D,VS2,Paris
23184,58.5,56.0,6.08,6.12,3.57,3298,0.78,Very Good,D,VS2,Paris
23185,62.9,59.0,5.11,5.13,3.22,1847,0.52,Very Good,D,VS2,Paris
23186,64.7,58.0,5.61,5.58,3.62,3077,0.71,Fair,D,VS2,Paris
23187,60.8,61.0,6.33,6.4,3.87,6189,1.0,Good,D,VS2,Paris
23188,58.9,64.0,5.62,5.55,3.29,2288,0.62,Good,D,VS2,Paris
23189,64.1,61.0,4.98,5.01,3.2,1402,0.5,Good,D,VS2,Paris
23190,63.5,53.0,4.3,4.33,2.74,616,0.3,Good,D,VS2,Paris
23191,61.7,56.0,4.81,4.78,2.96,1076,0.41,Ideal,D,VS2,Paris
23192,60.8,59.0,4.71,4.76,2.88,917,0.4,Ideal,D,VS2,Paris
23193,62.1,56.0,5.16,5.11,3.19,1882,0.51,Ideal,D,VS2,Paris
23194,62.3,55.0,5.19,5.12,3.21,1882,0.51,Ideal,D,VS2,Paris
23195,62.0,55.0,4.49,4.45,2.77,1033,0.34,Ideal,D,VS2,Paris
23196,62.1,54.0,4.4,4.46,2.75,758,0.32,Ideal,D,VS2,Paris
23197,61.8,56.0,4.83,4.81,2.98,1129,0.43,Ideal,D,VS2,Paris
23198,62.5,54.0,5.05,5.09,3.17,1752,0.5,Ideal,D,VS2,Paris
23199,61.8,56.0,4.48,4.45,2.76,1002,0.33,Ideal,D,VS2,Paris
23200,62.3,56.0,4.46,4.43,2.77,1002,0.33,Ideal,D,VS2,Paris
23201,61.7,56.0,5.12,5.14,3.16,1844,0.5,Ideal,D,VS2,Paris
23202,61.2,57.0,5.73,5.77,3.52,3321,0.71,Ideal,D,VS2,Paris
23203,61.8,55.0,4.33,4.36,2.69,852,0.31,Ideal,D,VS2,Paris
23204,62.7,57.0,5.2,5.23,3.27,1755,0.55,Ideal,D,VS2,Paris
23205,61.2,56.0,4.38,4.41,2.69,671,0.32,Ideal,D,VS2,Paris
23206,62.4,55.0,4.32,4.3,2.69,790,0.3,Ideal,D,VS2,Paris
23207,61.8,55.0,4.43,4.41,2.73,842,0.32,Ideal,D,VS2,Paris
23208,62.2,57.0,4.34,4.31,2.69,942,0.31,Ideal,D,VS2,Paris
23209,60.2,57.0,5.24,5.26,3.16,1857,0.53,Ideal,D,VS2,Paris
23210,61.6,55.0,4.54,4.48,2.78,881,0.34,Ideal,D,VS2,Paris
23211,62.5,57.0,6.9,6.85,4.3,8256,1.26,Ideal,D,VS2,Paris
23212,62.0,55.0,4.45,4.49,2.77,805,0.34,Ideal,D,VS2,Paris
23213,61.0,57.0,5.18,5.15,3.15,1832,0.51,Ideal,D,VS2,Paris
23214,61.8,55.0,4.43,4.44,2.74,692,0.33,Ideal,D,VS2,Paris
23215,60.6,56.0,4.57,4.54,2.76,1063,0.35,Ideal,D,VS2,Paris
23216,62.5,57.0,4.29,4.25,2.67,911,0.3,Ideal,D,VS2,Paris
23217,60.9,57.0,6.26,6.32,3.83,6444,0.91,Ideal,D,VS2,Paris
23218,60.9,56.0,5.35,5.32,3.25,2066,0.56,Ideal,D,VS2,Paris
23219,61.6,57.0,4.71,4.77,2.92,982,0.4,Ideal,D,VS2,Paris
23220,62.1,55.0,4.32,4.38,2.7,636,0.31,Ideal,D,VS2,Paris
23221,60.5,56.0,4.63,4.6,2.79,907,0.35,Ideal,D,VS2,Paris
23222,60.9,55.0,4.46,4.5,2.73,781,0.33,Ideal,D,VS2,Paris
23223,61.4,55.0,5.21,5.24,3.21,1585,0.53,Ideal,D,VS2,Paris
23224,61.7,56.0,5.39,5.41,3.33,2078,0.59,Ideal,D,VS2,Paris
23225,61.7,55.0,4.4,4.35,2.7,942,0.31,Ideal,D,VS2,Paris
23226,62.0,54.8,5.73,5.76,3.56,3543,0.72,Ideal,D,VS2,Paris
23227,60.7,57.0,4.46,4.5,2.72,781,0.33,Ideal,D,VS2,Paris
23228,61.4,53.0,5.45,5.5,3.36,2473,0.6,Ideal,D,VS2,Paris
23229,61.2,56.0,5.2,5.23,3.19,1857,0.53,Ideal,D,VS2,Paris
23230,62.1,55.0,5.2,5.17,3.22,1956,0.53,Ideal,D,VS2,Paris
23231,61.7,55.0,5.27,5.29,3.26,2133,0.55,Ideal,D,VS2,Paris
23232,61.5,56.0,4.35,4.36,2.68,734,0.31,Ideal,D,VS2,Paris
23233,61.9,57.0,4.47,4.42,2.75,1002,0.33,Ideal,D,VS2,Paris
23234,60.2,60.0,4.56,4.51,2.73,689,0.34,Premium,H,VS2,Paris
23235,60.8,58.0,5.71,5.68,3.46,2218,0.7,Premium,H,VS2,Paris
23236,62.1,58.0,6.63,6.51,4.08,5250,1.08,Premium,H,VS2,Paris
23237,59.3,58.0,7.0,6.94,4.13,5979,1.23,Premium,H,VS2,Paris
23238,60.0,60.0,4.43,4.4,2.65,628,0.31,Premium,H,VS2,Paris
23239,63.0,59.0,4.29,4.25,2.69,608,0.3,Premium,H,VS2,Paris
23240,61.1,58.0,4.47,4.5,2.74,537,0.34,Premium,H,VS2,Paris
23241,61.2,61.0,6.18,6.08,3.75,4355,0.9,Premium,H,VS2,Paris
23242,60.6,58.0,7.42,7.36,4.48,10411,1.51,Premium,H,VS2,Paris
23243,61.9,56.0,7.74,7.67,4.77,13122,1.72,Premium,H,VS2,Paris
23244,59.0,59.0,4.55,4.61,2.7,537,0.34,Premium,H,VS2,Paris
23245,60.9,59.0,4.62,4.58,2.8,729,0.36,Premium,H,VS2,Paris
23246,62.0,58.0,6.5,6.57,4.05,5783,1.06,Premium,H,VS2,Paris
23247,61.4,61.0,6.71,6.67,4.11,5650,1.13,Premium,H,VS2,Paris
23248,62.6,56.0,6.43,6.38,4.01,5364,1.03,Premium,H,VS2,Paris
23249,62.5,54.0,4.39,4.35,2.73,628,0.31,Premium,H,VS2,Paris
23250,60.6,58.0,7.72,7.65,4.66,10333,1.7,Premium,H,VS2,Paris
23251,63.0,56.0,4.61,4.57,2.89,898,0.38,Premium,H,VS2,Paris
23252,59.3,60.0,6.93,6.99,4.13,6849,1.21,Premium,H,VS2,Paris
23253,62.6,61.0,6.33,6.29,3.95,5050,1.01,Premium,H,VS2,Paris
23254,61.0,60.0,6.5,6.46,3.95,4958,1.02,Premium,H,VS2,Paris
23255,62.1,58.0,7.01,6.86,4.31,6368,1.31,Premium,H,VS2,Paris
23256,61.8,60.0,8.19,8.14,5.05,18318,2.05,Premium,H,VS2,Paris
23257,62.2,60.0,7.72,7.68,4.79,13626,1.76,Premium,H,VS2,Paris
23258,62.4,58.0,6.92,6.95,4.33,7536,1.3,Premium,H,VS2,Paris
23259,60.7,61.0,6.47,6.39,3.9,4921,1.01,Premium,H,VS2,Paris
23260,62.5,60.0,6.43,6.38,4.0,5312,1.02,Premium,H,VS2,Paris
23261,58.9,61.0,4.46,4.43,2.62,586,0.31,Premium,H,VS2,Paris
23262,61.1,58.0,5.78,5.74,3.52,2318,0.72,Premium,H,VS2,Paris
23263,60.9,58.0,6.5,6.6,3.99,5447,1.04,Very Good,H,VS2,Paris
23264,58.9,61.0,4.43,4.46,2.62,457,0.31,Very Good,H,VS2,Paris
23265,62.5,57.0,6.37,6.44,4.0,4821,1.01,Very Good,H,VS2,Paris
23266,60.8,58.0,6.18,6.22,3.77,3890,0.9,Very Good,H,VS2,Paris
23267,61.2,54.0,4.62,4.7,2.85,537,0.37,Very Good,H,VS2,Paris
23268,63.2,58.0,7.26,7.21,4.57,7484,1.5,Very Good,H,VS2,Paris
23269,60.0,60.0,4.4,4.43,2.65,489,0.31,Very Good,H,VS2,Paris
23270,59.9,57.0,6.78,6.81,4.07,5053,1.14,Very Good,H,VS2,Paris
23271,61.8,54.1,5.31,5.34,3.29,1576,0.56,Very Good,H,VS2,Paris
23272,61.4,58.0,7.13,7.07,4.36,7965,1.34,Very Good,H,VS2,Paris
23273,63.3,59.0,6.05,6.01,3.82,4082,0.9,Very Good,H,VS2,Paris
23274,56.3,65.0,5.24,5.21,2.94,1332,0.5,Fair,H,VS2,Paris
23275,63.6,58.0,7.27,7.22,4.61,10478,1.5,Good,H,VS2,Paris
23276,63.7,55.0,4.49,4.52,2.87,568,0.36,Good,H,VS2,Paris
23277,63.2,55.0,4.46,4.5,2.83,537,0.34,Good,H,VS2,Paris
23278,61.3,55.0,5.2,5.24,3.2,1401,0.52,Ideal,H,VS2,Paris
23279,62.9,57.0,6.8,6.75,4.26,6302,1.21,Ideal,H,VS2,Paris
23280,61.3,54.0,6.06,6.1,3.73,3027,0.83,Ideal,H,VS2,Paris
23281,62.0,54.0,5.22,5.27,3.25,1378,0.54,Ideal,H,VS2,Paris
23282,62.1,55.0,4.33,4.36,2.7,491,0.3,Ideal,H,VS2,Paris
23283,62.4,56.0,6.2,6.14,3.85,4678,0.91,Ideal,H,VS2,Paris
23284,62.4,56.0,5.27,5.23,3.28,1687,0.56,Ideal,H,VS2,Paris
23285,61.4,54.0,5.77,5.66,3.51,2184,0.7,Ideal,H,VS2,Paris
23286,61.2,56.0,4.42,4.44,2.71,523,0.32,Ideal,H,VS2,Paris
23287,61.2,56.0,5.41,5.39,3.3,1755,0.58,Ideal,H,VS2,Paris
23288,60.7,57.0,4.5,4.46,2.72,668,0.33,Ideal,H,VS2,Paris
23289,62.0,55.0,4.39,4.42,2.73,505,0.32,Ideal,H,VS2,Paris
23290,60.1,57.0,5.33,5.28,3.19,1439,0.54,Ideal,H,VS2,Paris
23291,59.9,57.0,6.27,6.31,3.77,4584,0.9,Ideal,H,VS2,Paris
23292,62.6,57.0,7.02,6.98,4.38,7850,1.33,Ideal,H,VS2,Paris
23293,62.5,57.0,8.21,8.18,5.12,13403,2.1,Ideal,H,VS2,Paris
23294,62.1,54.0,4.82,4.84,3.0,760,0.42,Ideal,H,VS2,Paris
23295,61.7,56.0,5.74,5.77,3.56,3122,0.72,Ideal,H,VS2,Paris
23296,61.0,57.0,4.38,4.41,2.68,507,0.31,Ideal,H,VS2,Paris
23297,61.3,54.0,6.1,6.06,3.73,2975,0.83,Ideal,H,VS2,Paris
23298,62.9,56.0,4.79,4.72,2.99,992,0.42,Ideal,H,VS2,Paris
23299,59.5,57.0,6.12,6.09,3.63,2870,0.82,Ideal,H,VS2,Paris
23300,62.0,54.4,4.67,4.72,2.91,670,0.39,Ideal,H,VS2,Paris
23301,62.2,56.0,4.53,4.48,2.8,689,0.34,Ideal,H,VS2,Paris
23302,60.0,56.0,7.04,6.99,4.21,6944,1.25,Ideal,H,VS2,Paris
23303,61.3,56.0,7.77,7.67,4.73,13427,1.68,Ideal,H,VS2,Paris
